,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
51,"[-19, -17, -16, 24, 14, -21, 13, -26, -26, 21, -17]","[24, 13, -26, -17, -19, 14, -26, -16, -17, -21, 21]","[-17, -15, -14, 26, 16, -19, 15, -24, -24, 23, -15]","[-38, -34, -32, 48, 28, -42, 26, -52, -52, 42, -34]","[-0.05263157894736842, -0.058823529411764705, -0.0625, 0.041666666666666664, 0.07142857142857142, -0.047619047619047616, 0.07692307692307693, -0.038461538461538464, -0.038461538461538464, 0.047619047619047616, -0.058823529411764705]","[2, -19, -17, -16, 24, 14, -21, 13, -26, -26, 21, -17]","[-19, -17, -16, 24, 14, -21, 13, -26, 21, -17]",-114403507964928,-114403507964928,-84110068224000,-234298384312172544,-8.740990707265411e-15,-228807015929856,4400134921728,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
52,"[-20, -14, 6, -14, 0, -20, 6, 11, 10]","[6, -14, 10, 0, -20, 11, -20, 6, -14]","[-18, -12, 8, -12, 2, -18, 8, 13, 12]","[-40, -28, 12, -28, 0, -40, 12, 22, 20]","[-0.05, -0.07142857142857142, 0.16666666666666666, -0.07142857142857142, 'ZeroDivisionError', -0.05, 0.16666666666666666, 0.09090909090909091, 0.1]","[-20, -14, 6, -14, 0, -20, 2, 6, 11, 10]","[-20, -14, 6, -14, 0, 6, 11, 10]",0,0,931627008,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
53,[],[],[],[],[],[2],[],error,error,error,error,error,2,error,error,error,error,error,error,error,error,error,error,error
54,"[-30, -19, 2, 25, 8, -8, -1, 30, -8, 20, 25, -18]","[-19, 30, -8, 8, 20, 2, 25, -1, -18, -8, -30, 25]","[-28, -17, 4, 27, 10, -6, 1, 32, -6, 22, 27, -16]","[-60, -38, 4, 50, 16, -16, -2, 60, -16, 40, 50, -36]","[-0.03333333333333333, -0.05263157894736842, 0.5, 0.04, 0.125, -0.125, -1.0, 0.03333333333333333, -0.125, 0.05, 0.04, -0.05555555555555555]","[-30, -19, 2, 25, 8, -8, -1, 30, -8, 20, 25, 2, -18]","[-30, -19, 2, 25, 8, -8, -1, 30, -8, 20, -18]",3939840000000,3939840000000,-5628460400640,16137584640000000,2.5381741390513317e-13,7879680000000,157593600000,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
55,"[23, -24, -9, 6, 8, 21, 12]","[8, 21, 12, 23, 6, -24, -9]","[25, -22, -7, 8, 10, 23, 14]","[46, -48, -18, 12, 16, 42, 24]","[0.043478260869565216, -0.041666666666666664, -0.1111111111111111, 0.16666666666666666, 0.125, 0.047619047619047616, 0.08333333333333333]","[23, -24, -9, 6, 8, 2, 21, 12]","[-24, -9, 6, 8, 21, 12]",60092928,60092928,99176000,7691894784,1.6640893251199203e-08,120185856,2612736,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
56,"[0, 17, 7, -25, 5, -18, -9, -19, -18, 1]","[-18, 0, -18, 7, -9, 17, -25, -19, 5, 1]","[2, 19, 9, -23, 7, -16, -7, -17, -16, 3]","[0, 34, 14, -50, 10, -36, -18, -38, -36, 2]","['ZeroDivisionError', 0.058823529411764705, 0.14285714285714285, -0.04, 0.2, -0.05555555555555555, -0.1111111111111111, -0.05263157894736842, -0.05555555555555555, 1.0]","[0, 17, 7, -25, 5, -18, -9, -19, 2, -18, 1]","[0, 17, 7, 5, -18, -9, -19, -18, 1]",0,0,-5032226304,0,error,0,0,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
57,"[20, 6]","[6, 20]","[22, 8]","[40, 12]","[0.05, 0.16666666666666666]","[2, 20, 6]",[20],120,120,176,480,0.008333333333333333,240,20,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
58,"[-26, -29, -24, 12, -26, 16, -30, 8, -18, 22, -8, -20, -25]","[8, -18, -25, -29, 22, -20, -24, 12, -26, 16, -26, -8, -30]","[-24, -27, -22, 14, -24, 18, -28, 10, -16, 24, -6, -18, -23]","[-52, -58, -48, 24, -52, 32, -60, 16, -36, 44, -16, -40, -50]","[-0.038461538461538464, -0.034482758620689655, -0.041666666666666664, 0.08333333333333333, -0.038461538461538464, 0.0625, -0.03333333333333333, 0.125, -0.05555555555555555, 0.045454545454545456, -0.125, -0.05, -0.04]","[-26, -29, -24, 12, -26, 2, 16, -30, 8, -18, 22, -8, -20, -25]","[-26, -29, -24, 12, -26, 16, -30, 8, -18, 22, -8, -20]",-34341841797120000,-34341841797120000,-23027686928547840,-281328368002007040000,-2.9118997341716915e-17,-68683683594240000,1373673671884800,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
59,"[4, -4, -3, 9, 13, -13, -15, -20, 8, 8, -18]","[13, -3, -15, 8, -20, -18, 9, -4, 4, -13, 8]","[6, -2, -1, 11, 15, -11, -13, -18, 10, 10, -16]","[8, -8, -6, 18, 26, -26, -30, -40, 16, 16, -36]","[0.25, -0.25, -0.3333333333333333, 0.1111111111111111, 0.07692307692307693, -0.07692307692307693, -0.06666666666666667, -0.05, 0.125, 0.125, -0.05555555555555555]","[2, 4, -4, -3, 9, 13, -13, -15, -20, 8, 8, -18]","[4, -4, -3, 13, -13, -15, -20, 8, 8, -18]",25231564800,25231564800,8154432000,51674244710400,3.9632896648566166e-11,50463129600,2803507200,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
60,"[-1, -10, 11, 2, -17, 20, 12, -27, 17, 22, 0]","[-27, 20, 22, 0, -17, 11, -10, 17, 2, 12, -1]","[1, -8, 13, 4, -15, 22, 14, -25, 19, 24, 2]","[-2, -20, 22, 4, -34, 40, 24, -54, 34, 44, 0]","[-1.0, -0.1, 0.09090909090909091, 0.5, -0.058823529411764705, 0.05, 0.08333333333333333, -0.037037037037037035, 0.058823529411764705, 0.045454545454545456, 'ZeroDivisionError']","[-1, -10, 11, 2, -17, 20, 2, 12, -27, 17, 22, 0]","[-1, -10, 11, 2, -17, 20, 12, 17, 22, 0]",0,0,-43819776000,0,error,0,0,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
61,"[-25, -13, -24, 12, 5, 24, -3, 15, 1, -5, 16, 26, -4, -14]","[-13, 16, 15, -4, 24, -24, 26, -14, -5, -25, 12, 1, -3, 5]","[-23, -11, -22, 14, 7, 26, -1, 17, 3, -3, 18, 28, -2, -12]","[-50, -26, -48, 24, 10, 48, -6, 30, 2, -10, 32, 52, -8, -28]","[-0.04, -0.07692307692307693, -0.041666666666666664, 0.08333333333333333, 0.2, 0.041666666666666664, -0.3333333333333333, 0.06666666666666667, 1.0, -0.2, 0.0625, 0.038461538461538464, -0.25, -0.07142857142857142]","[2, -25, -13, -24, 12, 5, 24, -3, 15, 1, -5, 16, 26, -4, -14]","[-25, -13, -24, 12, 5, 24, -3, 15, 1, -5, 16, 26, -4]",-58873651200000,-58873651200000,-26246768131584,-964585901260800000,-1.6985527135099785e-14,-117747302400000,4205260800000,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
62,"[19, -21, 14, -3, -22, -23, -9, -12, -3, -11, -30, -27]","[-22, 14, -3, -30, -23, -12, -21, -27, -11, -3, -9, 19]","[21, -19, 16, -1, -20, -21, -7, -10, -1, -9, -28, -25]","[38, -42, 28, -6, -44, -46, -18, -24, -6, -22, -60, -54]","[0.05263157894736842, -0.047619047619047616, 0.07142857142857142, -0.3333333333333333, -0.045454545454545456, -0.043478260869565216, -0.1111111111111111, -0.08333333333333333, -0.3333333333333333, -0.09090909090909091, -0.03333333333333333, -0.037037037037037035]","[19, -21, 14, -3, -22, 2, -23, -9, -12, -3, -11, -30, -27]","[19, -21, -3, -22, -23, -9, -12, -3, -11, -30, -27]",24479098348320,24479098348320,1182444480000,100266386834718720,4.085117784040561e-14,48958196696640,1748507024880,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
63,"[-17, -12, 27, 3, 23, 2, 14, -6, 26, 4, 23, 30, -10, 10]","[3, 2, 14, -17, 4, 27, 23, -10, -12, -6, 26, 30, 10, 23]","[-15, -10, 29, 5, 25, 4, 16, -4, 28, 6, 25, 32, -8, 12]","[-34, -24, 54, 6, 46, 4, 28, -12, 52, 8, 46, 60, -20, 20]","[-0.058823529411764705, -0.08333333333333333, 0.037037037037037035, 0.3333333333333333, 0.043478260869565216, 0.5, 0.07142857142857142, -0.16666666666666666, 0.038461538461538464, 0.25, 0.043478260869565216, 0.03333333333333333, -0.1, 0.1]","[-17, 2, -12, 27, 3, 23, 2, 14, -6, 26, 4, 23, 30, -10, 10]","[-17, -12, 27, 3, 23, 2, -6, 26, 4, 23, 30, -10, 10]",458178529536000,458178529536000,1796014080000000,7506797027917824000,2.1825553480489483e-15,916357059072000,32727037824000,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
64,"[4, 19, 12, 16, 20, 1, 5, -2, -11, 9, -6]","[1, -2, 9, 19, 16, 5, -6, -11, 4, 20, 12]","[6, 21, 14, 18, 22, 3, 7, 0, -9, 11, -4]","[8, 38, 24, 32, 40, 2, 10, -4, -22, 18, -12]","[0.25, 0.05263157894736842, 0.08333333333333333, 0.0625, 0.05, 1.0, 0.2, -0.5, -0.09090909090909091, 0.1111111111111111, -0.16666666666666666]","[4, 19, 12, 16, 20, 1, 5, -2, -11, 9, -6, 2]","[4, 19, 12, 16, 20, 1, 5, -2, -11, -6]",-1733529600,-1733529600,0,-3550268620800,-5.768577588753027e-10,-3467059200,-192614400,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
65,"[20, -18, 14, -1, -14, -3, -5, -4, -2]","[-2, -3, 20, -18, -5, -1, -4, -14, 14]","[22, -16, 16, 1, -12, -1, -3, -2, 0]","[40, -36, 28, -2, -28, -6, -10, -8, -4]","[0.05, -0.05555555555555555, 0.07142857142857142, -1.0, -0.07142857142857142, -0.3333333333333333, -0.2, -0.25, -0.5]","[20, -18, 2, 14, -1, -14, -3, -5, -4, -2]","[20, -18, 14, -1, -14, -3, -5, -2]",-8467200,-8467200,0,-4335206400,-1.1810279667422523e-07,-16934400,2116800,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
66,"[-13, -6, 8, 9, 16, -7, 13]","[13, -6, 16, 9, 8, -7, -13]","[-11, -4, 10, 11, 18, -5, 15]","[-26, -12, 16, 18, 32, -14, 26]","[-0.07692307692307693, -0.16666666666666666, 0.125, 0.1111111111111111, 0.0625, -0.14285714285714285, 0.07692307692307693]","[-13, -6, 8, 9, 2, 16, -7, 13]","[-13, -6, 8, 9, -7, 13]",-8176896,-8176896,-6534000,-1046642688,-1.2229579537271842e-07,-16353792,-511056,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
67,"[14, -9, 20, -5, 17, 13, -9, 4, 8, -12, 4, -2, 4]","[8, 20, -5, 13, 4, 17, -2, 4, -12, -9, -9, 4, 14]","[16, -7, 22, -3, 19, 15, -7, 6, 10, -10, 6, 0, 6]","[28, -18, 40, -10, 34, 26, -18, 8, 16, -24, 8, -4, 8]","[0.07142857142857142, -0.1111111111111111, 0.05, -0.2, 0.058823529411764705, 0.07692307692307693, -0.1111111111111111, 0.25, 0.125, -0.08333333333333333, 0.25, -0.5, 0.25]","[14, 2, -9, 20, -5, 17, 13, -9, 4, 8, -12, 4, -2, 4]","[14, -9, 20, -5, 17, 13, -9, 4, -12, 4, -2, 4]",-307954483200,-307954483200,0,-2522763126374400,-3.2472331287690762e-12,-615908966400,-38494310400,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
68,"[1, -13, 12, 14, 21, 21, 22, 11, 16, -8, -7, 20, -15]","[14, 21, 21, 12, 22, -7, -15, -8, 20, -13, 16, 1, 11]","[3, -11, 14, 16, 23, 23, 24, 13, 18, -6, -5, 22, -13]","[2, -26, 24, 28, 42, 42, 44, 22, 32, -16, -14, 40, -30]","[1.0, -0.07692307692307693, 0.08333333333333333, 0.07142857142857142, 0.047619047619047616, 0.047619047619047616, 0.045454545454545456, 0.09090909090909091, 0.0625, -0.125, -0.14285714285714285, 0.05, -0.06666666666666667]","[1, -13, 12, 2, 14, 21, 21, 22, 11, 16, -8, -7, 20, -15]","[1, -13, 12, 14, 21, 21, 22, 11, 16, -8, -7, -15]",62652131942400,62652131942400,188422176983040,513246264872140800,1.5961148790904065e-14,125304263884800,3132606597120,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
69,"[-8, 6, -12, -16, 18, 0, 7, 6, -7]","[-12, -8, -16, 6, 18, 6, 0, -7, 7]","[-6, 8, -10, -14, 20, 2, 9, 8, -5]","[-16, 12, -24, -32, 36, 0, 14, 12, -14]","[-0.125, 0.16666666666666666, -0.08333333333333333, -0.0625, 0.05555555555555555, 'ZeroDivisionError', 0.14285714285714285, 0.16666666666666666, -0.14285714285714285]","[2, -8, 6, -12, -16, 18, 0, 7, 6, -7]","[-8, -12, -16, 18, 0, 7, 6, -7]",0,0,96768000,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
70,"[-2, 2, -13]","[-13, -2, 2]","[0, 4, -11]","[-4, 4, -26]","[-0.5, 0.5, -0.07692307692307693]","[-2, 2, 2, -13]","[-2, 2]",52,52,0,416,0.019230769230769232,104,-4,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
71,"[-22, -9, -1, -9, -22, 27]","[-9, -9, 27, -22, -22, -1]","[-20, -7, 1, -7, -20, 29]","[-44, -18, -2, -18, -44, 54]","[-0.045454545454545456, -0.1111111111111111, -1.0, -0.1111111111111111, -0.045454545454545456, 0.037037037037037035]","[-22, -9, -1, -9, -22, 2, 27]","[-22, -1, -9, -22, 27]",-1058508,-1058508,568400,-67744512,-9.44725972784334e-07,-2117016,117612,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
72,"[1, -8, -7, -7, -9, 9, -12, -13, 19, 12, -5, 11]","[-13, -12, -5, 19, 12, -8, 1, 9, -7, -9, 11, -7]","[3, -6, -5, -5, -7, 11, -10, -11, 21, 14, -3, 13]","[2, -16, -14, -14, -18, 18, -24, -26, 38, 24, -10, 22]","[1.0, -0.125, -0.14285714285714285, -0.14285714285714285, -0.1111111111111111, 0.1111111111111111, -0.08333333333333333, -0.07692307692307693, 0.05263157894736842, 0.08333333333333333, -0.2, 0.09090909090909091]","[1, -8, -7, -7, -9, 9, -12, -13, 19, 12, 2, -5, 11]","[1, -8, -7, -9, 9, -12, -13, 19, 12, -5, 11]",-62114532480,-62114532480,-43702659000,-254421125038080,-1.6099292066989086e-11,-124229064960,8873504640,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
73,"[3, 5, 7, -19, 3, -17, 0, -8, 21, -9, 15, -19, 24]","[0, 3, 5, -17, 15, -19, 24, 21, 7, -9, 3, -19, -8]","[5, 7, 9, -17, 5, -15, 2, -6, 23, -7, 17, -17, 26]","[6, 10, 14, -38, 6, -34, 0, -16, 42, -18, 30, -38, 48]","[0.3333333333333333, 0.2, 0.14285714285714285, -0.05263157894736842, 0.3333333333333333, -0.058823529411764705, 'ZeroDivisionError', -0.125, 0.047619047619047616, -0.1111111111111111, 0.06666666666666667, -0.05263157894736842, 0.041666666666666664]","[2, 3, 5, 7, -19, 3, -17, 0, -8, 21, -9, 15, -19, 24]","[3, 5, 7, -19, 3, -17, 0, -8, 21, -9, 15, -19]",0,0,-5830409403000,0,error,0,0,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
74,"[7, -17, 8, -10, -10, -7, -12, -8, 7, -11, -7]","[-17, 8, -10, -8, -10, 7, -12, -7, -11, 7, -7]","[9, -15, 10, -8, -8, -5, -10, -6, 9, -9, -5]","[14, -34, 16, -20, -20, -14, -24, -16, 14, -22, -14]","[0.14285714285714285, -0.058823529411764705, 0.125, -0.1, -0.1, -0.14285714285714285, -0.08333333333333333, -0.125, 0.14285714285714285, -0.09090909090909091, -0.14285714285714285]","[7, -17, 8, -10, -10, -7, -12, -8, 7, -11, 2, -7]","[7, -17, 8, -10, -10, -7, -12, -8, 7, -11]",34482201600,34482201600,10497600000,70619548876800,2.9000468461967346e-11,68964403200,-4926028800,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
75,"[-14, 12, -4, 7, 7, 11, -4, -1, -9, -1, 0, -5]","[-5, 12, 7, 11, -14, -1, -4, -1, 7, -4, -9, 0]","[-12, 14, -2, 9, 9, 13, -2, 1, -7, 1, 2, -3]","[-28, 24, -8, 14, 14, 22, -8, -2, -18, -2, 0, -10]","[-0.07142857142857142, 0.08333333333333333, -0.25, 0.14285714285714285, 0.14285714285714285, 0.09090909090909091, -0.25, -1.0, -0.1111111111111111, -1.0, 'ZeroDivisionError', -0.2]","[2, -14, 12, -4, 7, 7, 11, -4, -1, -9, -1, 0, -5]","[-14, 12, -4, 7, 11, -4, -1, -9, -1, 0, -5]",0,0,-29719872,0,error,0,0,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
76,"[-21, -9, -18, -21]","[-18, -21, -21, -9]","[-19, -7, -16, -19]","[-42, -18, -36, -42]","[-0.047619047619047616, -0.1111111111111111, -0.05555555555555555, -0.047619047619047616]","[-21, -9, -18, 2, -21]","[-21, -18, -21]",71442,71442,40432,1143072,1.399736849472299e-05,142884,-7938,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
77,[19],[19],[21],[38],[0.05263157894736842],"[19, 2]",[],19,19,21,38,0.05263157894736842,38,error,No-violate,No-violate,No-violate,No-violate,error,0,0,0,0,error
78,"[16, -15, -15, -15, 19, 8, 5, 15, 21, -16, -7, 10, -3]","[21, -15, -15, 5, 16, -3, -15, -7, 19, 8, 10, 15, -16]","[18, -13, -13, -13, 21, 10, 7, 17, 23, -14, -5, 12, -1]","[32, -30, -30, -30, 38, 16, 10, 30, 42, -32, -14, 20, -6]","[0.0625, -0.06666666666666667, -0.06666666666666667, -0.06666666666666667, 0.05263157894736842, 0.125, 0.2, 0.06666666666666667, 0.047619047619047616, -0.0625, -0.14285714285714285, 0.1, -0.3333333333333333]","[16, -15, -15, -15, 2, 19, 8, 5, 15, 21, -16, -7, 10, -3]","[-15, -15, -15, 19, 8, 5, 15, 21, -16, -7, 10, -3]",43436736000000,43436736000000,19093077712800,355833741312000000,2.302198765579439e-14,86873472000000,2714796000000,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
79,"[4, 17, -15]","[17, -15, 4]","[6, 19, -13]","[8, 34, -30]","[0.25, 0.058823529411764705, -0.06666666666666667]","[4, 2, 17, -15]","[4, 17]",-1020,-1020,-1482,-8160,-0.000980392156862745,-2040,68,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
80,"[13, -5, -23, -28, 29]","[13, -28, -5, -23, 29]","[15, -3, -21, -26, 31]","[26, -10, -46, -56, 58]","[0.07692307692307693, -0.2, -0.043478260869565216, -0.03571428571428571, 0.034482758620689655]","[2, 13, -5, -23, -28, 29]","[-5, -23, -28, 29]",-1213940,-1213940,-761670,-38846080,-8.237639422047217e-07,-2427880,-93380,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
81,"[-13, 22, -17, 12, -6, 7, -14, 11, -24]","[-6, -14, 7, -24, -17, 12, 11, 22, -13]","[-11, 24, -15, 14, -4, 9, -12, 13, -22]","[-26, 44, -34, 24, -12, 14, -28, 22, -48]","[-0.07692307692307693, 0.045454545454545456, -0.058823529411764705, 0.08333333333333333, -0.16666666666666666, 0.14285714285714285, -0.07142857142857142, 0.09090909090909091, -0.041666666666666664]","[-13, 22, -17, 12, -6, 7, -14, 2, 11, -24]","[-13, -17, 12, -6, 7, -14, 11, -24]",-9056855808,-9056855808,-6849722880,-4637110173696,-1.1041359398884225e-10,-18113711616,-411675264,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
82,"[-6, -3, -15, -8]","[-15, -6, -3, -8]","[-4, -1, -13, -6]","[-12, -6, -30, -16]","[-0.16666666666666666, -0.3333333333333333, -0.06666666666666667, -0.125]","[-6, -3, 2, -15, -8]","[-6, -15, -8]",2160,2160,312,34560,0.0004629629629629629,4320,-720,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
83,"[-15, -7, 2, -8, 5, -23, 9, -17, 17, -6, -17, -12]","[5, -6, -12, -7, 9, -15, -17, -17, 2, -8, -23, 17]","[-13, -5, 4, -6, 7, -21, 11, -15, 19, -4, -15, -10]","[-30, -14, 4, -16, 10, -46, 18, -34, 34, -12, -34, -24]","[-0.06666666666666667, -0.14285714285714285, 0.5, -0.125, 0.2, -0.043478260869565216, 0.1111111111111111, -0.058823529411764705, 0.058823529411764705, -0.16666666666666666, -0.058823529411764705, -0.08333333333333333]","[-15, -7, 2, -8, 5, -23, 9, 2, -17, 17, -6, -17, -12]","[-15, -7, 2, -8, 5, -23, 9, -17, 17, -17, -12]",615076156800,615076156800,431350920000,2519351938252800,1.625814931930718e-12,1230152313600,-102512692800,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
84,"[1, 9, 0, 7, -4, -7, 8, 17]","[9, 17, -4, 7, 1, 0, 8, -7]","[3, 11, 2, 9, -2, -5, 10, 19]","[2, 18, 0, 14, -8, -14, 16, 34]","[1.0, 0.1111111111111111, 'ZeroDivisionError', 0.14285714285714285, -0.25, -0.14285714285714285, 0.125, 0.058823529411764705]","[1, 9, 0, 2, 7, -4, -7, 8, 17]","[1, 9, 0, -4, -7, 8, 17]",0,0,1128600,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
85,[],[],[],[],[],[2],[],error,error,error,error,error,2,error,error,error,error,error,error,error,error,error,error,error
86,"[-21, 4, 6, 11, -9, 1, 4, -26, -20, -2]","[4, -20, -21, -9, 6, 4, 11, 1, -26, -2]","[-19, 6, 8, 13, -7, 3, 6, -24, -18, 0]","[-42, 8, 12, 22, -18, 2, 8, -52, -40, -4]","[-0.047619047619047616, 0.25, 0.16666666666666666, 0.09090909090909091, -0.1111111111111111, 1.0, 0.25, -0.038461538461538464, -0.05, -0.5]","[-21, 4, 6, 11, -9, 1, 4, 2, -26, -20, -2]","[-21, 4, 6, 11, -9, 1, -26, -20, -2]",-207567360,-207567360,0,-212548976640,-4.8177131510464845e-09,-415134720,-51891840,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
87,[-10],[-10],[-8],[-20],[-0.1],"[2, -10]",[],-10,-10,-8,-20,-0.1,-20,error,No-violate,Violate,Violate,Violate,error,0,1,1,1,error
88,"[-8, -5, 1, -20, -19, -17, 13, 1, -26, -9, -10]","[-19, -10, -26, -20, -9, -8, -5, 13, 1, -17, 1]","[-6, -3, 3, -18, -17, -15, 15, 3, -24, -7, -8]","[-16, -10, 2, -40, -38, -34, 26, 2, -52, -18, -20]","[-0.125, -0.2, 1.0, -0.05, -0.05263157894736842, -0.058823529411764705, 0.07692307692307693, 1.0, -0.038461538461538464, -0.1111111111111111, -0.1]","[-8, 2, -5, 1, -20, -19, -17, 13, 1, -26, -9, -10]","[-8, -5, 1, -20, -17, 13, 1, -26, -9, -10]",7860528000,7860528000,14990572800,16098361344000,1.272179171679053e-10,15721056000,-413712000,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
89,"[11, 7, -4, 14, -1, -12, -16, -12, 0, -4, 3, -11]","[-16, 3, -4, -11, -4, 14, -12, 0, 11, 7, -12, -1]","[13, 9, -2, 16, 1, -10, -14, -10, 2, -2, 5, -9]","[22, 14, -8, 28, -2, -24, -32, -24, 0, -8, 6, -22]","[0.09090909090909091, 0.14285714285714285, -0.25, 0.07142857142857142, -1.0, -0.08333333333333333, -0.0625, -0.08333333333333333, 'ZeroDivisionError', -0.25, 0.3333333333333333, -0.09090909090909091]","[11, 7, 2, -4, 14, -1, -12, -16, -12, 0, -4, 3, -11]","[11, 7, -4, 14, -1, -12, -16, -12, 0, -4, -11]",0,0,943488000,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
90,"[-17, -10, -3, 26, -15, -22, -1, 24, 19, 22, 4, -5, 4, 11]","[22, -10, 26, -22, 4, 19, 11, 24, -5, -1, -15, -17, 4, -3]","[-15, -8, -1, 28, -13, -20, 1, 26, 21, 24, 6, -3, 6, 13]","[-34, -20, -6, 52, -30, -44, -2, 48, 38, 44, 8, -10, 8, 22]","[-0.058823529411764705, -0.1, -0.3333333333333333, 0.038461538461538464, -0.06666666666666667, -0.045454545454545456, -1.0, 0.041666666666666664, 0.05263157894736842, 0.045454545454545456, 0.25, -0.2, 0.25, 0.09090909090909091]","[-17, -10, -3, 26, -15, -22, -1, 24, 19, 22, 4, -5, 4, 2, 11]","[-17, -10, -3, 26, -15, -22, -1, 24, 19, 22, 4, -5, 4]",-38630262528000,-38630262528000,16072506777600,-632918221258752000,-2.5886440695948667e-14,-77260525056000,-3511842048000,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
91,"[11, 13, 16, 3, -13, 5, 15, -14, 3, -7, 8, 19, -18, 17]","[5, 15, 16, -14, -13, -7, 3, 17, 13, -18, 8, 3, 11, 19]","[13, 15, 18, 5, -11, 7, 17, -12, 5, -5, 10, 21, -16, 19]","[22, 26, 32, 6, -26, 10, 30, -28, 6, -14, 16, 38, -36, 34]","[0.09090909090909091, 0.07692307692307693, 0.0625, 0.3333333333333333, -0.07692307692307693, 0.2, 0.06666666666666667, -0.07142857142857142, 0.3333333333333333, -0.14285714285714285, 0.125, 0.05263157894736842, -0.05555555555555555, 0.058823529411764705]","[11, 13, 16, 3, -13, 5, 15, -14, 3, -7, 8, 19, 2, -18, 17]","[11, 13, 16, 3, -13, 15, -14, 3, -7, 8, 19, -18, 17]",91515411187200,91515411187200,439977938400000,1499388496891084800,1.0927121312436029e-14,183030822374400,18303082237440,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
92,"[-23, 1, -17, 9, -24, 14]","[-17, 14, 9, -24, -23, 1]","[-21, 3, -15, 11, -22, 16]","[-46, 2, -34, 18, -48, 28]","[-0.043478260869565216, 1.0, -0.058823529411764705, 0.1111111111111111, -0.041666666666666664, 0.07142857142857142]","[-23, 2, 1, -17, 9, -24, 14]","[-23, -17, 9, -24, 14]",-1182384,-1182384,-3659040,-75672576,-8.457489275903596e-07,-2364768,-1182384,Violate,Violate,Violate,Violate,No-violate,1,1,1,1,0
93,"[-8, 2, -11, -7, 6, 10, -6]","[-7, 2, -8, -6, 6, 10, -11]","[-6, 4, -9, -5, 8, 12, -4]","[-16, 4, -22, -14, 12, 20, -12]","[-0.125, 0.5, -0.09090909090909091, -0.14285714285714285, 0.16666666666666666, 0.1, -0.16666666666666666]","[-8, 2, -11, -7, 6, 10, -6, 2]","[-8, 2, -11, 6, 10, -6]",443520,443520,414720,56770560,2.2546897546897543e-06,887040,-63360,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
