,id,td_a,td_b,td_c,td_type_a,td_type_b,td_type_c,size_td_a,size_td_b
143,LjRXgMSptcTePCxihiWxFt,"[-4, -7, -3, -8, 6, 4, 4, -9]","[2, 6, -3, 0, 3, -5, 1, 3]",-14,<class 'list'>,<class 'list'>,<class 'list'>,8,8
144,byufVjPzqmh3PWUQC5T7Ka,"[-2, 2, -2, 1, 4, -3, -2, 1, -5, 0, -2, -3, -1]","[-2, -3, -1, -1, 3, 1, -7, -2, 1, 1, 3, -4, -3]",-7,<class 'list'>,<class 'list'>,<class 'list'>,13,13
145,ZKESvZzAr7j8DHwPs5LRsE,"[0, -1, 1, 2, 2, -6]","[6, 6, -6, 4, -4, 2]",-16,<class 'list'>,<class 'list'>,<class 'list'>,6,6
146,ZpVVioUJL8KGxMDbV8hraS,"[-4, 2, 2]","[-6, 2, -16]",-3,<class 'list'>,<class 'list'>,<class 'list'>,3,3
147,PzKLm3nMsE2itnhs8gfVXt,"[1, 3, -4, 1, -3, 1, 8, 5, 2, -5]","[7, 10, 12, 17, 14, 9, -5, 15, 14, 11]",-5,<class 'list'>,<class 'list'>,<class 'list'>,10,10
148,CNFPTV8FdXKGSNMjWPtoWp,[],[],10,<class 'list'>,<class 'list'>,<class 'list'>,0,0
149,CmqJygDPg2CVSaR72We9pP,"[1, 4, -2, 2, 5, -2, 1, -1, -4, -1]","[3, -3, 4, -6, -3, 0, 3, -5, 5, -6]",3,<class 'list'>,<class 'list'>,<class 'list'>,10,10
150,npfEM8TNtgkjznY3V7kynP,"[3, 1]","[-3, -10]",-18,<class 'list'>,<class 'list'>,<class 'list'>,2,2
151,hZ98rd4vAN4q7jPtbyi65E,"[9, -8, -3, -7, 8, 5]","[6, 3, -5, 0, 0, 4]",10,<class 'list'>,<class 'list'>,<class 'list'>,6,6
152,LVVSy7sPQMfJUfVVDsZmbc,"[-14, -5, -2, 7, 10]","[3, -7, -5, -9, -12]",-7,<class 'list'>,<class 'list'>,<class 'list'>,5,5
153,55DRgRvPCnQ5k62NcSzVuF,"[-2, 16, -2, -2, 18, -14, 8, -11, 9, 11, -13, 14, 14, 15]","[17, 16, -6, 5, 8, -10, -2, -16, -6, -5, -14, 0, -12, 11]",18,<class 'list'>,<class 'list'>,<class 'list'>,14,14
154,EStMRL9ywNYjebMepK8Dvt,[8],[2],5,<class 'list'>,<class 'list'>,<class 'list'>,1,1
155,nUwyhUmeCqvHLnqusvWBan,"[-14, -10, -1, -9, 16, 16, -9, -2]","[-5, -6, 15, 5, 0, -14, 15, 8]",-16,<class 'list'>,<class 'list'>,<class 'list'>,8,8
156,CNFPTV8FdXKGSNMjWPtoWp,[],[],2,<class 'list'>,<class 'list'>,<class 'list'>,0,0
157,cnYL3FZYcChbBbUaZdHsx2,"[-2, 0, 12, 11, 11, 12]","[0, 0, -6, 12, -6, -2]",9,<class 'list'>,<class 'list'>,<class 'list'>,6,6
158,82jJWtGPBbovAoYsrX84KR,"[-5, 0, 8, 3, 3, -1, 7, -8, -1, 8, -1]","[4, -4, 3, 3, -6, -6, 0, -1, 5, -5, 7]",10,<class 'list'>,<class 'list'>,<class 'list'>,11,11
159,Lx3itnksyVZ7hocNb8e6Nk,"[-4, -7, -9, -11, -11, 5, 4]","[-2, -1, -11, -8, 2, -8, -6]",-10,<class 'list'>,<class 'list'>,<class 'list'>,7,7
160,UaB9rZRcvuSnpVt53unJ7m,"[9, 3, -4, -11, 15, -12, 3]","[16, -13, 7, -2, -8, -1, -12]",6,<class 'list'>,<class 'list'>,<class 'list'>,7,7
161,iCt5JUwVQLPG4J6VZnf2G4,"[-8, -18]","[-15, -17]",6,<class 'list'>,<class 'list'>,<class 'list'>,2,2
162,mnP4Nv7L4aTGeRUeFKW2HG,"[-10, -16]","[3, -2]",17,<class 'list'>,<class 'list'>,<class 'list'>,2,2
163,CNFPTV8FdXKGSNMjWPtoWp,[],[],-5,<class 'list'>,<class 'list'>,<class 'list'>,0,0
164,B3qQMpWU8DV4zyDKqy8hpx,"[-1, -1, 4, 1, -1, -5, -1, -6, -3, -8, -6, -6, -6]","[-2, -4, 3, 1, 1, -8, -1, 2, 2, -7, 0, -2, -3]",-6,<class 'list'>,<class 'list'>,<class 'list'>,13,13
165,Zm5HAUYqkzCcroUBao9EKX,"[3, -7, -8, -8, -4, 1, 7, -10, 1, 4, 1, -2, 13]","[-7, -3, 13, 13, -4, -9, 11, -10, 2, 2, -3, -4, 7]",0,<class 'list'>,<class 'list'>,<class 'list'>,13,13
166,YhgsCk38oVGppjHBq86Fn3,"[-5, -11, 5]","[-15, -9, -7]",3,<class 'list'>,<class 'list'>,<class 'list'>,3,3
167,ncJTjcwFTxpwurAb7xRdYf,"[-5, -7, -1, -7, -4]","[4, -6, -7, 7, 3]",15,<class 'list'>,<class 'list'>,<class 'list'>,5,5
168,6A92fRLYGwGytW6Wn8hCFq,"[1, 1, 3, -4, 3, -3, 8]","[1, 10, 3, -4, 0, 2, 1]",-19,<class 'list'>,<class 'list'>,<class 'list'>,7,7
169,6iR93BbSztJtvwtZtabDP2,"[-7, -7, -4, 2, -6, 0, -7]","[-9, -4, 5, 2, 5, -5, -9]",-8,<class 'list'>,<class 'list'>,<class 'list'>,7,7
170,XL4akNVNAyhAbwM3BSimBW,"[0, -3, -6, 6, 5, 0, 3, -2, -3, -6, 0]","[0, -2, 0, 1, 3, 9, 7, 7, -6, -6, 4]",18,<class 'list'>,<class 'list'>,<class 'list'>,11,11
171,4JWmr7SHzzZnQN2xC5D7G6,"[10, 12, 3, -6, 6]","[-1, 11, -6, -10, 3]",-5,<class 'list'>,<class 'list'>,<class 'list'>,5,5
172,ET5dhtSESWPKKceEmK7LsZ,"[-13, -18, 8, -9, -8, 1, 4, -15, -14, 14, -3, -10, -11, -18]","[11, 12, -16, -7, 6, 1, 4, 0, 12, -8, 10, -18, 15, 5]",0,<class 'list'>,<class 'list'>,<class 'list'>,14,14
173,FEB9mK5sPXsy9NGa8V7BdA,[-2],[-7],10,<class 'list'>,<class 'list'>,<class 'list'>,1,1
174,CNFPTV8FdXKGSNMjWPtoWp,[],[],6,<class 'list'>,<class 'list'>,<class 'list'>,0,0
175,BDsnJepg3XCtY5x7qS6qcr,"[-2, 7, -4]","[1, 3, 4]",-14,<class 'list'>,<class 'list'>,<class 'list'>,3,3
176,gRnfEuz3CAWTeT5wmseF9J,"[3, 2, -1]","[-4, -4, 2]",-11,<class 'list'>,<class 'list'>,<class 'list'>,3,3
177,3tdV9vZ2u7mVzSzBYyqQXm,"[-10, 6, 2, 5, 2, -10, 8, -5, -5, 1, -9, -6]","[8, 7, -8, 4, -3, -3, 5, -7, -5, 2, 7, -9]",-14,<class 'list'>,<class 'list'>,<class 'list'>,12,12
178,RcXKq55526NVMrrwcnerr7,"[-1, -14, -8, -8, 8, -16, -9, -7, -8, -6, -9]","[1, -10, -14, -1, -6, 0, -12, -12, 8, 0, 0]",-15,<class 'list'>,<class 'list'>,<class 'list'>,11,11
179,BA92bjg2fvuAbdP8V5NMzs,"[7, 0]","[-14, 9]",13,<class 'list'>,<class 'list'>,<class 'list'>,2,2
180,CNFPTV8FdXKGSNMjWPtoWp,[],[],-19,<class 'list'>,<class 'list'>,<class 'list'>,0,0
181,ReUz96F4f2GWrrvby5viMw,"[7, 11, 8, -9, 3, -4, -9, -7, -6, 2, 1, -6, 3]","[6, -5, -1, 4, -10, -8, 11, 1, 5, 5, 5, -2, -5]",9,<class 'list'>,<class 'list'>,<class 'list'>,13,13
182,iDGmdK3ZpbctEnu2pmJnmy,"[-9, -5, 5, -1, -12, 9, 10]","[-11, 7, -7, 11, -5, 1, -18]",4,<class 'list'>,<class 'list'>,<class 'list'>,7,7
183,K2kDgH9XLsBegQ2schfFB8,"[9, 2, -4, 5, -5, 2, 0, 6, 8, 10]","[-3, 7, -1, -4, 1, -3, 7, -4, 5, 0]",-3,<class 'list'>,<class 'list'>,<class 'list'>,10,10
184,CNFPTV8FdXKGSNMjWPtoWp,[],[],-9,<class 'list'>,<class 'list'>,<class 'list'>,0,0
185,Ah2L2X4zNnQaLBhAbrbhLW,"[12, -9, 11]","[-11, 11, 13]",-8,<class 'list'>,<class 'list'>,<class 'list'>,3,3
186,crWVxQdKEGMeds2zjbny4a,"[7, 14, -1, 6, 11, -2]","[-2, 10, 15, -1, -2, -4]",-2,<class 'list'>,<class 'list'>,<class 'list'>,6,6
187,5fjtgDn5RN2FnYbCMmwrfp,"[8, -4, -3, -8, -13, 3, -1, -12, -13, 4, 4, -4, 2]","[-8, 7, -4, 8, 0, -12, -13, -10, -1, 7, 3, -9, -3]",-9,<class 'list'>,<class 'list'>,<class 'list'>,13,13
188,6J9eFmfdAAU6jKqH2wDTbV,"[-7, 8, 0, -9, -12, -5]","[-12, 2, -7, -10, -7, -13]",-2,<class 'list'>,<class 'list'>,<class 'list'>,6,6
189,CNFPTV8FdXKGSNMjWPtoWp,[],[],16,<class 'list'>,<class 'list'>,<class 'list'>,0,0
190,HhD8vPsXLnzJ8LENk3r5PY,"[-12, 6, 5, -13, 4, 0, 2, -9, 1, 7, 1]","[5, 4, -12, -6, -6, -1, 11, 7, 4, -8, -10]",10,<class 'list'>,<class 'list'>,<class 'list'>,11,11
191,KxKdkcbRizkGnfzFyNFNAX,"[8, 1, 9, 4, -2]","[2, -1, 0, -4, 2]",18,<class 'list'>,<class 'list'>,<class 'list'>,5,5
192,MTuDVuaoQXy5W3NVFjbBDc,"[3, 0, -2, 5, -7, -1, -1, -1]","[2, -7, -3, -6, -6, 2, -7, -2]",11,<class 'list'>,<class 'list'>,<class 'list'>,8,8
193,24wXBDNybpB9ghWr2SaX8K,[2],[13],-3,<class 'list'>,<class 'list'>,<class 'list'>,1,1
194,iDHxdzBmwtUkizLbpoc9fc,"[-4, 1, 5, 2, 8]","[6, 14, 13, 14, -7]",12,<class 'list'>,<class 'list'>,<class 'list'>,5,5
195,mMGxQ2FknidgLWwdTs7TNB,"[-6, 6, 4, 8, -4, -7]","[0, -7, 1, -6, 7, 3]",4,<class 'list'>,<class 'list'>,<class 'list'>,6,6
196,7MQ7zHkozsYQj6CmpJz2Dn,"[-9, 0, 4, -10, -7, -4, -1, -2, -8, -1, -12, -15]","[5, 0, -6, 0, -1, 5, -14, 5, 2, -6, -9, -10]",15,<class 'list'>,<class 'list'>,<class 'list'>,12,12
197,XCAYe3bUi3tjthKVYDjMqA,"[16, 4, 9, 15]","[-7, 6, -3, 0]",4,<class 'list'>,<class 'list'>,<class 'list'>,4,4
198,SUV78DmHFADmGqGPQx9QvX,"[9, 2, 6, 0, 5, 13, -2, 10, -2, 7, 9, 12, -1, 8]","[11, -6, 4, -6, 14, 7, 9, -2, 12, 3, -1, 12, 12, 9]",11,<class 'list'>,<class 'list'>,<class 'list'>,14,14
199,24wXBDNybpB9ghWr2SaX8K,[2],[10],18,<class 'list'>,<class 'list'>,<class 'list'>,1,1
200,M9ar9r3rVdW7EnbNpgdHB8,"[-6, -1, 9, -10, 9, -4, 4, 2, 14, 10, -5]","[3, 0, -10, 9, -8, 0, 4, -3, -8, 7, 8]",-9,<class 'list'>,<class 'list'>,<class 'list'>,11,11
201,9Q9JoZ7WdBNkYEindhqha2,"[15, 4, 8, 10, -1, 10, 8]","[12, 9, 14, 15, 5, 16, 10]",8,<class 'list'>,<class 'list'>,<class 'list'>,7,7
202,BFJ49zUygcPdEjmopmLRQn,"[2, -5, -8, -7, 8, 10, -11, 3, 3, 11, 1]","[5, -14, 13, -9, 6, -5, 1, 10, 10, -2, 9]",12,<class 'list'>,<class 'list'>,<class 'list'>,11,11
203,ePaJLBWEenMZeoSjwGan4Q,"[-12, -8, -8, -10, -1, 7]","[-17, 9, 7, -14, -15, -4]",-8,<class 'list'>,<class 'list'>,<class 'list'>,6,6
204,kH5oNsuCbdXJjqNkebmjtD,"[9, -1]","[2, 3]",-3,<class 'list'>,<class 'list'>,<class 'list'>,2,2
205,B6ESENfZmp2DRUKWRu7otw,"[11, 2, 14, 6, 4, 11, 5]","[9, -2, 15, -2, -4, 14, 9]",-13,<class 'list'>,<class 'list'>,<class 'list'>,7,7
206,nJXAbpC4jLVt3e9aazJHz5,"[-2, 3, 8, -8, 6, 12, 6, 8, 8, -6, 6, -5]","[-7, 2, 4, -3, -4, 13, -3, 1, 6, 11, -7, -4]",7,<class 'list'>,<class 'list'>,<class 'list'>,12,12
207,3kz9C8yBBabiBJV3NCo5tY,"[7, -13, 2, 1, -16, 4, -19, -12, 5, 9, -9, 9]","[-9, -3, -16, -18, 3, 9, -5, 10, -15, 3, -8, 5]",5,<class 'list'>,<class 'list'>,<class 'list'>,12,12
208,CNFPTV8FdXKGSNMjWPtoWp,[],[],-2,<class 'list'>,<class 'list'>,<class 'list'>,0,0
209,B5GYdQ5kPYnKPeFfZ7woPC,"[7, 4, 7, -4, 8, -3]","[6, 10, -6, -13, -17, 11]",-18,<class 'list'>,<class 'list'>,<class 'list'>,6,6
210,XhXiPsu3rujaUsNkeirji9,"[-2, 6, 4, -2, 6, 2, -2, 4, -2]","[4, 4, 4, -3, 0, 6, 2, 4, -2]",0,<class 'list'>,<class 'list'>,<class 'list'>,9,9
211,KbTDs75jD3dkqMiEhZJYzb,"[0, 3, 1, 3, -6, -2, 3, -4, 3, -5]","[5, -3, 3, -4, 0, 2, 5, -1, -6, -1]",9,<class 'list'>,<class 'list'>,<class 'list'>,10,10
212,JoadSF7GmPuqEkZeC26iy6,"[-6, -3, 6, 3, 12, -16, -16, -1]","[-17, -14, 18, -2, 17, 3, -10, -16]",9,<class 'list'>,<class 'list'>,<class 'list'>,8,8
213,XnLxs77N6RcDNbX2Vhs3BP,"[4, -15, -10, -6, -14, -10, -6, -13, 2, -4]","[-2, 4, 0, -3, -17, -2, -8, -18, -18, -8]",-5,<class 'list'>,<class 'list'>,<class 'list'>,10,10
214,V7C8kAd32uR7DPoP2foV4d,"[0, 8, 5, -4, -12, -7, 7, 13, 6, 0, -5, -9, -5, 12]","[4, 1, -5, 12, -4, 3, 5, 12, -1, 14, 0, 6, -6, -10]",-13,<class 'list'>,<class 'list'>,<class 'list'>,14,14
215,aP7JxZokiBvSG9EWo5BPgq,"[1, 15, -7, 17, 2, -4, -1, 2, 11, -1, 10, 12, 7, -6]","[2, 1, 14, 11, 15, 17, 10, 15, 15, 10, 4, -7, -4, 18]",10,<class 'list'>,<class 'list'>,<class 'list'>,14,14
216,XFVz4XDrPE6DMSjM6xEBCP,"[-7, 5, 5, -18, -8, -6, -10, -9, 1, -9, -7, 0, -13]","[-4, -17, -11, -7, -12, -12, 1, -19, -4, -4, -2, -8, -2]",-16,<class 'list'>,<class 'list'>,<class 'list'>,13,13
217,FFmLgxZvy7ayLZ3oULwRCo,"[-1, 9, 0, 11, 4, 9, 6]","[2, -5, 13, -1, 3, 13, 9]",0,<class 'list'>,<class 'list'>,<class 'list'>,7,7
218,dGGbW5jNUJzDiaRRGJbFJz,[10],[7],-8,<class 'list'>,<class 'list'>,<class 'list'>,1,1
219,Z2BsoWwEccW7RU7i7C6Z8c,"[-5, -4, 2, -6, 2, -8, -2, 2, -2, -8]","[1, 1, -5, -6, -8, -5, 6, 4, -2, -5]",-5,<class 'list'>,<class 'list'>,<class 'list'>,10,10
220,9z97QxmurUSe8yuRZumLWv,"[-9, -4, 5, 11, 1, -2, 3, -4]","[-4, -8, -6, 3, 12, -2, 10, -3]",-15,<class 'list'>,<class 'list'>,<class 'list'>,8,8
221,QgYUPnZrjfjQUCZk27JR28,"[-8, 1, -10, -6, 6, 7, -10, -3, 5, -9, 6, -13, -8]","[3, -15, -8, 7, 6, -7, 1, -15, -6, -13, -9, 6, 6]",1,<class 'list'>,<class 'list'>,<class 'list'>,13,13
222,eChvDi2PvPVjVSfPcER9XS,"[-11, -16, -9, -13, -2, 9, -6, -2, 0, -9, -9, -9, -8, -1]","[-14, 10, 5, -17, 8, 3, -14, 11, 11, 4, -13, 7, 11, -17]",4,<class 'list'>,<class 'list'>,<class 'list'>,14,14
223,ZYU8vDtqqrV6KiESHvW5rF,"[-17, -7, -13, -7]","[-9, -3, 3, 2]",-3,<class 'list'>,<class 'list'>,<class 'list'>,4,4
224,XUV8eBJzBJ9Z3qqAEt6MdB,"[4, -5, -2, 7, 8, 3, -3]","[11, 5, 1, -3, 4, 10, 2]",6,<class 'list'>,<class 'list'>,<class 'list'>,7,7
225,CNFPTV8FdXKGSNMjWPtoWp,[],[],3,<class 'list'>,<class 'list'>,<class 'list'>,0,0
226,iYYGxTUtcpMHcRoErMK6HG,"[1, 6, 11, 15, -5]","[-4, -11, 6, -13, -1]",17,<class 'list'>,<class 'list'>,<class 'list'>,5,5
227,SU2uGefj3vzfYHVFdQVy2J,"[6, -9, 5, -9, 8, -5]","[6, 12, 1, 13, -8, -4]",-17,<class 'list'>,<class 'list'>,<class 'list'>,6,6
228,BsAr2bCkR6YPWkWKjs8iyJ,"[-6, 3, 6, -4, -2, 11, 2, 18, 2, 15, 6]","[1, -6, 12, 8, 2, 11, 18, -1, -2, 9, 12]",1,<class 'list'>,<class 'list'>,<class 'list'>,11,11
229,FcUvpdNwPs7AESWA39CwLb,"[-2, 7, 1, -10, 5, -14, -16, 17, 5, -1, -11, 0, 12]","[-13, 6, 8, 17, -13, -15, 0, -4, -1, 17, -8, 6, 6]",9,<class 'list'>,<class 'list'>,<class 'list'>,13,13
230,cTHh8HUwuHSJ3CC4oZUojV,"[-8, -7, -8, 4, -11, 0]","[-2, -2, -10, -2, 4, 0]",-3,<class 'list'>,<class 'list'>,<class 'list'>,6,6
231,KspjTHCUhz3dvWGuAS7sw2,"[1, 10]","[9, 13]",5,<class 'list'>,<class 'list'>,<class 'list'>,2,2
232,3MtqPKQp29NU9EyxLSKe5U,"[1, -16, -16, -11, 1, 2, 3, 3, 3, 0, -2, 4]","[-7, -9, -9, 1, -8, -14, -1, -15, -9, -10, -4, -1]",-8,<class 'list'>,<class 'list'>,<class 'list'>,12,12
233,UGiyZY6ud9sVbnUVyjLTh6,"[1, -8]","[0, -9]",-5,<class 'list'>,<class 'list'>,<class 'list'>,2,2
234,nBuvVgyzBKu77Sh9oMKx8i,"[7, 1, 4, -9, -3, -3, 6]","[5, -3, -9, 4, 2, 4, 0]",0,<class 'list'>,<class 'list'>,<class 'list'>,7,7
235,hSdcqz4qjUqRhcGJ3tUEq9,"[3, 8, 6, -1, 1, -3, -5, 12]","[-7, 2, 7, 15, -4, 0, 2, 18]",-14,<class 'list'>,<class 'list'>,<class 'list'>,8,8
236,NueYnBvZEHwEoYF4wi5xLz,"[10, -9, -7, 5]","[-13, -6, 5, 10]",-9,<class 'list'>,<class 'list'>,<class 'list'>,4,4
237,fcMDStKZ3MtX3uiKY44VPq,"[14, -2, 15, 2, 8]","[-6, -5, -2, -5, 11]",7,<class 'list'>,<class 'list'>,<class 'list'>,5,5
238,Z6y2qwp4vXRYUB839ewTBx,"[-2, 5, 1, 3, -1, 2, -4, -7, -7]","[4, 3, 3, -2, -7, -7, 3, -2, -6]",5,<class 'list'>,<class 'list'>,<class 'list'>,9,9
239,3NfnCDJ7CMkbou9TFwEr7J,"[11, -1, 1, -6, 2, 12, -5, 6, 7, 1, 10, -2, 8]","[4, -4, 12, 8, -4, 10, 2, 0, 1, 3, 3, -2, -5]",6,<class 'list'>,<class 'list'>,<class 'list'>,13,13
240,efifCrKHEyAkDhgQCNsq2D,"[-1, -4, -10, 10, 1, -3, 14, 1, 0, 16, 14, 10, -1, 17]","[1, 4, -3, 4, -5, 10, 0, 14, 5, 6, -9, 2, 0, 15]",-7,<class 'list'>,<class 'list'>,<class 'list'>,14,14
241,kozkYWuxNpj6Bsi5u9q8FF,"[9, -7, 12, 7, -9, -11, 10, 7, 10, 5, 12, 4, 12]","[4, 6, -1, -9, -5, 2, -6, 10, -7, 0, -9, -1, 4]",-19,<class 'list'>,<class 'list'>,<class 'list'>,13,13
242,D6MnhoPHARL5RLBomnJcn2,"[-9, -9, 8, 4, -12, 7, -6, 7, -3, 3, 2, 8, 5, -10]","[-3, -10, 2, -11, -10, 7, -9, 1, -6, 7, -3, -11, -2, 9]",3,<class 'list'>,<class 'list'>,<class 'list'>,14,14
243,G7aytpdNXxW9zqfhTR8ZFt,"[10, -18, -12, 2, 3]","[5, 12, -3, -7, -15]",19,<class 'list'>,<class 'list'>,<class 'list'>,5,5
244,nPfauSRPeac9iYPjuSftSP,[-5],[-2],-7,<class 'list'>,<class 'list'>,<class 'list'>,1,1
245,dbbWyoFvzoNmZRVAiUcAZK,"[4, -2, -4]","[7, 9, 8]",-11,<class 'list'>,<class 'list'>,<class 'list'>,3,3
246,jg7tkt8o7WpWz3cnjxutNk,"[-4, -10, 6]","[14, -10, -10]",1,<class 'list'>,<class 'list'>,<class 'list'>,3,3
247,mFc4ePpm9LZLuTbFi2tMvr,"[4, 0, 3, -1, 3, 3, -4, 3, -5, -1, 7, 2, 0]","[-6, -1, 8, -5, -4, 0, 6, 6, -6, 8, -2, 7, 8]",-5,<class 'list'>,<class 'list'>,<class 'list'>,13,13
248,CKFaezeE4EBTB4ATLPmNcH,"[5, 2, 0, 5, 12, 11, 17]","[12, 4, 7, -3, 6, 1, 8]",4,<class 'list'>,<class 'list'>,<class 'list'>,7,7
249,jasbULSs9rUesaZBFzbCW2,"[14, 3, 11, -8, 13, 1, -10, 18, 1, 0, 3, 3, 5, 11]","[17, -6, 0, 7, -1, -8, -8, -13, -2, -9, 14, -13, 17, -6]",10,<class 'list'>,<class 'list'>,<class 'list'>,14,14
250,jGnrH3upavDkfjxcCUkjpL,"[16, 9, -9, 13, 3, -9]","[-9, 0, 13, 3, 12, 0]",3,<class 'list'>,<class 'list'>,<class 'list'>,6,6
251,YQuJfU2kXjNt2vmhmtyd4s,"[-12, 5, 3, 5, -14, -9]","[-7, 4, 0, -1, -5, -4]",-19,<class 'list'>,<class 'list'>,<class 'list'>,6,6
252,TUYgNdHdfqT4MQdkfBsxF8,"[3, -7, 8, 5, 11, -3, -2, 5, -8, -2, 12]","[-12, -4, 1, 1, -5, -6, -1, 9, -2, 1, -12]",6,<class 'list'>,<class 'list'>,<class 'list'>,11,11
253,9c72SqPMEKjqYiWk3TwkCF,"[14, 13, -3, 6]","[7, 13, -4, 15]",17,<class 'list'>,<class 'list'>,<class 'list'>,4,4
254,XfwzLLBd5ijYQVja2b3xVe,"[-9, -3, 8, 7, 2, 4, 5]","[5, 12, 17, 13, -9, 10, 16]",0,<class 'list'>,<class 'list'>,<class 'list'>,7,7
255,SaNrNHfTxm6EXLiXvEcKtS,"[7, -1, 8, -4, -3, 2, 2, 3]","[11, 8, 7, -3, 5, -3, -1, 5]",-18,<class 'list'>,<class 'list'>,<class 'list'>,8,8
256,CNFPTV8FdXKGSNMjWPtoWp,[],[],13,<class 'list'>,<class 'list'>,<class 'list'>,0,0
257,k9zFavQ24Xsqw6NG6nYiLV,"[-12, 2, 5, 5, -12, -8, -4, -12, 7, -8, 13, -9, 2]","[-6, 12, 10, -11, -12, 5, 2, -9, 11, -7, -7, -6, 13]",3,<class 'list'>,<class 'list'>,<class 'list'>,13,13
258,cyjNbX9xVqYnD9VPn6bnGt,"[9, 4, -11, 2, 0, -9, -8, 1, 5, 4, -5, -1, 7, -10]","[1, -8, -7, 12, 7, -4, 0, 12, -11, 6, 6, 0, -7, -1]",6,<class 'list'>,<class 'list'>,<class 'list'>,14,14
259,DPsnjRU9RbyamaEkMSQeZa,"[-5, -3, -7, -6, -7]","[7, -5, -9, -6, 6]",10,<class 'list'>,<class 'list'>,<class 'list'>,5,5
260,nMPUEQiUrYhYT9TPmkpzpz,"[-7, -9, -3, 1, -2, 14, 1, 7, -9, -9, 0, 7, -2]","[-5, 16, 5, -2, 17, -7, -3, 9, -6, 8, 6, 14, 2]",-7,<class 'list'>,<class 'list'>,<class 'list'>,13,13
261,HTvMc666J2JESresPcrzvs,"[0, -6, -2, 2, 13]","[3, -2, 5, -3, 7]",8,<class 'list'>,<class 'list'>,<class 'list'>,5,5
262,HSJZhT55tM7ikKr36ZBFXz,"[-4, 3, -6, 4, -5, -7, 5, -9, 0]","[-1, -1, 1, 4, -3, 1, -5, 5, 4]",5,<class 'list'>,<class 'list'>,<class 'list'>,9,9
263,ThfGnfv7FeDAkTZkhLUgVq,"[-4, -4, -16, -15, -17, -15, -2, -10, -5, -17, -12, -13, -7]","[-1, -8, -11, -7, -9, -9, 0, -16, -1, -17, -15, -17, 0]",11,<class 'list'>,<class 'list'>,<class 'list'>,13,13
264,4T2RvWMD4fPmuRXMJVoxNM,"[-3, 4, 4, 5, 0, 3, -4]","[-11, -16, -12, -16, -3, 3, 6]",7,<class 'list'>,<class 'list'>,<class 'list'>,7,7
265,FeFwiT9qmgqKNKvNVByErW,"[2, -1, -7]","[-15, 1, 10]",-10,<class 'list'>,<class 'list'>,<class 'list'>,3,3
266,VuPtxJCMnBxxzDUEqN8Gyt,"[-17, -11, 3]","[5, -18, -17]",11,<class 'list'>,<class 'list'>,<class 'list'>,3,3
267,hCUrGKmFdv3kdF95UtEcnJ,"[0, 11, -2, 5, 3, 11, -6, 16, 3]","[-5, 0, -3, 2, 2, 10, 11, 5, -5]",0,<class 'list'>,<class 'list'>,<class 'list'>,9,9
268,R46kqMhQiRMRZ2VfU6eWZh,"[-11, -9, 2, -3, -3, -6, 12, 7, -6]","[-8, 8, -5, 7, 13, 11, 13, 5, -13]",0,<class 'list'>,<class 'list'>,<class 'list'>,9,9
269,CNFPTV8FdXKGSNMjWPtoWp,[],[],9,<class 'list'>,<class 'list'>,<class 'list'>,0,0
270,A8inypQ2xu3PpD2szGVP3q,"[16, -3, 0, 6, 1, -7, 2, -1, 15, 0, 16, 0]","[-6, -2, 18, -6, 7, -4, 17, 4, 14, 7, -4, 15]",-3,<class 'list'>,<class 'list'>,<class 'list'>,12,12
271,GbJj8fa2CPtVhAMZ9DJDEg,"[2, -8, -5, -4, 0, -3, -5, 3, 1, -2]","[4, 1, -8, -4, -3, -4, 4, -2, -2, -8]",19,<class 'list'>,<class 'list'>,<class 'list'>,10,10
272,CNFPTV8FdXKGSNMjWPtoWp,[],[],9,<class 'list'>,<class 'list'>,<class 'list'>,0,0
273,HTZ8of6BoJvFbxZ3jvnEUF,"[13, 14, 3, -17, 8, -6, -7, -17]","[7, -10, 6, -17, -7, 5, 11, 1]",14,<class 'list'>,<class 'list'>,<class 'list'>,8,8
274,24wXBDNybpB9ghWr2SaX8K,[2],[-15],-17,<class 'list'>,<class 'list'>,<class 'list'>,1,1
275,SuHcWyxTk6MZprVxFDATYG,"[11, -5, 9]","[0, -9, 8]",10,<class 'list'>,<class 'list'>,<class 'list'>,3,3
276,CNFPTV8FdXKGSNMjWPtoWp,[],[],-8,<class 'list'>,<class 'list'>,<class 'list'>,0,0
277,eemCymeNmpumvDiVjqgBfC,"[-9, -5, -6, -8, -3, -8, 1, 4, 5, 1]","[2, 2, -6, -5, -7, -3, 1, -7, -8, -5]",19,<class 'list'>,<class 'list'>,<class 'list'>,10,10
278,Rfqh7GFKXPUZFVBawjTq8z,"[-13, -12]","[5, -15]",-4,<class 'list'>,<class 'list'>,<class 'list'>,2,2
279,SAcTP3uBUrDugqgVTPWoJn,"[-8, -15, -2, -19, 13, 13, -6, 13, -1, -7, 4]","[0, -2, 5, 11, -15, 14, 11, -13, 5, 11, -4]",-9,<class 'list'>,<class 'list'>,<class 'list'>,11,11
280,HF9dvDTq8YNxQyRgSscuKe,"[-6, 13, 16, -6, -5, 3, -15, -10, -15, 0, -3, -9, 11]","[14, 4, 17, -1, 5, -8, -8, 11, -6, -3, 13, -8, -4]",10,<class 'list'>,<class 'list'>,<class 'list'>,13,13
